2022-05-27 17:11:22,936 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4d1a227d: startup date [Fri May 27 17:11:22 IST 2022]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2022-06-17 12:12:40,341 | INFO  | Apache ActiveMQ 5.16.0 (localhost, ID:WINDOWS-BVQNF6J-56007-1655448159728-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-06-17 12:12:40,341 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-06-17 12:12:41,255 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2022-06-17 12:12:41,256 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2022-06-17 13:08:08,579 | INFO  | Connector vm://localhost started | org.apache.activemq.broker.TransportConnector | qtp1375530653-53
2022-06-17 14:02:41,140 | INFO  | Connector vm://localhost stopped | org.apache.activemq.broker.TransportConnector | Session-HouseKeeper-7b62f5f4-1
2022-06-17 14:05:15,702 | INFO  | Apache ActiveMQ 5.16.0 (localhost, ID:WINDOWS-BVQNF6J-56007-1655448159728-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-22
2022-06-17 14:05:15,713 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | Thread-22
2022-06-17 14:05:15,717 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | Thread-22
2022-06-17 14:05:15,719 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | Thread-22
2022-06-17 14:05:15,721 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | Thread-22
2022-06-17 14:05:15,736 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | Thread-22
2022-06-17 14:05:15,741 | INFO  | PListStore:[C:\Users\Administrator\Downloads\apache-activemq-5.16.0\bin\win64\..\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | Thread-22
2022-06-17 14:05:15,742 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-22
2022-06-17 14:05:15,743 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-22
2022-06-17 14:05:15,743 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | Thread-22
2022-06-17 14:05:15,786 | INFO  | Apache ActiveMQ 5.16.0 (localhost, ID:WINDOWS-BVQNF6J-56007-1655448159728-0:1) uptime 1 hour 52 minutes | org.apache.activemq.broker.BrokerService | Thread-22
2022-06-17 14:05:15,787 | INFO  | Apache ActiveMQ 5.16.0 (localhost, ID:WINDOWS-BVQNF6J-56007-1655448159728-0:1) is shutdown | org.apache.activemq.broker.BrokerService | Thread-22
2022-06-17 14:05:15,788 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@1f1b2497: startup date [Fri Jun 17 12:12:38 IST 2022]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | Thread-22
